,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0009,0.008,0.103,0.922,-0.021,0.022
1,roberta_pos,0.0188,0.018,1.048,0.343,-0.027,0.065
2,roberta_pos_lag_1,-0.0035,0.014,-0.257,0.807,-0.039,0.032
