,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0014,0.005,0.266,0.798,-0.011,0.014
1,np.sinh(roberta_neg),0.016,0.018,0.884,0.406,-0.027,0.059
