,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0345,0.026,1.325,0.194,-0.018,0.087
1,np.sqrt(daily_roberta_pos),-0.094,0.047,-1.991,0.054,-0.19,0.002
2,np.sqrt(daily_roberta_pos_lag_1),0.0317,0.047,0.673,0.505,-0.064,0.127
