,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0396,0.055,0.715,0.497,-0.091,0.171
1,np.sinh(roberta_pos),-0.1041,0.138,-0.752,0.476,-0.431,0.223
