,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0029,0.009,-0.327,0.746,-0.021,0.015
1,daily_roberta_neg,0.0103,0.027,0.374,0.711,-0.046,0.066
2,daily_roberta_neg_lag_1,0.0024,0.025,0.094,0.925,-0.049,0.054
3,sp500_daily_returns,1.1138,0.226,4.917,0.0,0.654,1.574
