,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0055,0.069,-0.079,0.939,-0.169,0.158
1,np.log(roberta_neg),-0.0031,0.056,-0.056,0.957,-0.135,0.128
