,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0815,0.042,1.939,0.11,-0.027,0.189
1,np.log(roberta_pos),0.0186,0.02,0.925,0.398,-0.033,0.07
2,np.log(roberta_pos_lag_1),0.0334,0.021,1.628,0.165,-0.019,0.086
