,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0045,0.009,-0.528,0.617,-0.025,0.016
1,np.sinh(sensitivity),-0.0767,0.085,-0.905,0.4,-0.284,0.131
