,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0062,0.006,1.003,0.322,-0.006,0.019
1,daily_roberta_pos,-0.0171,0.016,-1.082,0.286,-0.049,0.015
