,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0132,0.016,0.818,0.419,-0.02,0.046
1,np.sinh(daily_roberta_pos),-0.0583,0.051,-1.146,0.26,-0.162,0.045
2,np.sinh(daily_roberta_pos_lag_1),0.0218,0.05,0.435,0.666,-0.08,0.124
3,np.sinh(sp500_daily_returns),0.7167,0.595,1.205,0.236,-0.492,1.925
