,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0137,0.004,3.489,0.013,0.004,0.023
1,np.sinh(sensitivity),-0.0158,0.026,-0.614,0.562,-0.079,0.047
