,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0059,0.007,0.812,0.422,-0.009,0.021
1,np.sinh(daily_roberta_pos),-0.0187,0.018,-1.068,0.293,-0.054,0.017
2,np.sinh(daily_roberta_pos_lag_1),0.0025,0.017,0.147,0.884,-0.033,0.038
