,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0191,0.09,0.213,0.845,-0.266,0.305
1,np.sqrt(roberta_pos),-0.0726,0.149,-0.488,0.659,-0.546,0.401
2,np.sqrt(sp500_weekly_returns_alternate),0.3529,0.144,2.454,0.091,-0.105,0.811
