,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0324,0.048,0.671,0.51,-0.068,0.133
1,np.log(daily_roberta_pos),-0.0372,0.024,-1.547,0.137,-0.087,0.013
2,np.log(daily_roberta_pos_lag_1),0.031,0.035,0.895,0.381,-0.041,0.103
3,np.log(sp500_daily_returns),0.0059,0.005,1.091,0.288,-0.005,0.017
