,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0039,0.006,0.652,0.519,-0.008,0.016
1,np.sinh(daily_roberta_pos),-0.0064,0.015,-0.432,0.668,-0.036,0.023
2,np.sinh(sp500_daily_returns),1.0199,0.225,4.536,0.0,0.564,1.476
