,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0154,0.061,0.254,0.802,-0.111,0.141
1,np.sqrt(daily_roberta_pos),-0.1344,0.093,-1.449,0.162,-0.327,0.058
2,np.sqrt(daily_roberta_pos_lag_1),0.1015,0.131,0.776,0.446,-0.171,0.374
3,np.sqrt(sp500_daily_returns),0.1404,0.19,0.738,0.469,-0.255,0.536
