,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0093,0.017,-0.536,0.595,-0.045,0.026
1,np.sqrt(daily_roberta_neg),0.026,0.031,0.848,0.402,-0.036,0.088
2,np.sqrt(daily_roberta_neg_lag_1),-0.0096,0.027,-0.352,0.727,-0.065,0.046
