,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0054,0.063,0.087,0.932,-0.125,0.136
1,np.sqrt(daily_roberta_neg),0.2084,0.095,2.183,0.041,0.01,0.407
2,np.sqrt(daily_roberta_neg_lag_1),-0.2174,0.112,-1.945,0.065,-0.45,0.015
3,np.sqrt(sp500_daily_returns),0.1311,0.178,0.736,0.47,-0.239,0.502
