,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0064,0.008,0.823,0.416,-0.009,0.022
1,daily_roberta_pos,-0.0203,0.019,-1.059,0.297,-0.059,0.019
2,daily_roberta_pos_lag_1,0.0024,0.019,0.128,0.899,-0.036,0.041
