,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0078,0.008,0.931,0.388,-0.013,0.028
1,roberta_sum,-0.007,0.067,-0.105,0.92,-0.17,0.156
2,sp500_weekly_returns_alternate,0.7242,0.476,1.521,0.179,-0.441,1.889
