,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0048,0.007,0.695,0.492,-0.009,0.019
1,np.sinh(daily_roberta_neg),-0.0115,0.023,-0.506,0.616,-0.058,0.035
2,np.sinh(sp500_daily_returns),1.0147,0.224,4.536,0.0,0.561,1.468
