,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0037,0.011,0.339,0.744,-0.022,0.029
1,np.sinh(roberta_sum),-0.0412,0.08,-0.513,0.623,-0.231,0.149
