,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0136,0.021,0.659,0.534,-0.037,0.064
1,np.sinh(roberta_sum),0.0244,0.127,0.192,0.854,-0.286,0.335
2,np.sinh(sp500_weekly_returns_alternate),0.778,1.06,0.734,0.491,-1.815,3.372
