,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0058,0.001,4.278,0.008,0.002,0.009
1,np.sinh(roberta_sum),0.0107,0.015,0.737,0.494,-0.027,0.048
2,np.sinh(roberta_sum_lag_1),0.0027,0.008,0.34,0.748,-0.018,0.023
