,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.002,0.011,0.177,0.864,-0.025,0.029
1,np.sinh(roberta_sum),-0.0389,0.091,-0.428,0.681,-0.254,0.176
