,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.5703,0.525,1.086,0.339,-0.888,2.029
1,roberta_neg,-0.2114,0.287,-0.736,0.503,-1.009,0.586
2,roberta_neg_lag_1,-1.3998,1.334,-1.049,0.353,-5.103,2.304
3,sp500_weekly_returns_alternate,0.7328,1.276,0.574,0.596,-2.809,4.274
