,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0232,0.04,0.579,0.584,-0.075,0.121
1,np.sinh(roberta_pos),-0.0412,0.102,-0.404,0.701,-0.291,0.209
2,np.sinh(sp500_weekly_returns_alternate),0.7624,0.471,1.619,0.157,-0.39,1.915
