,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0004,0.001,-0.387,0.701,-0.003,0.002
1,daily_sensitivity,-0.0076,0.01,-0.789,0.435,-0.027,0.012
