,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.023,0.016,1.463,0.158,-0.01,0.056
1,np.sqrt(daily_roberta_pos),-0.043,0.026,-1.647,0.114,-0.097,0.011
2,np.sqrt(sp500_daily_returns),0.1593,0.07,2.284,0.032,0.015,0.304
