,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.036,0.162,0.222,0.833,-0.381,0.453
1,np.sinh(roberta_neg),-0.0129,0.087,-0.148,0.888,-0.237,0.211
2,np.sinh(roberta_neg_lag_1),-0.0503,0.413,-0.122,0.908,-1.113,1.012
