,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0427,0.022,1.978,0.055,-0.001,0.086
1,np.sqrt(daily_roberta_pos),-0.0775,0.041,-1.908,0.064,-0.16,0.005
