,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.2168,0.344,0.631,0.556,-0.667,1.1
1,roberta_neg,0.0137,0.191,0.072,0.946,-0.477,0.504
2,roberta_neg_lag_1,-0.6254,0.891,-0.702,0.514,-2.915,1.665
