,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0032,0.003,1.055,0.298,-0.003,0.009
1,np.sinh(daily_sensitivity),-0.0341,0.022,-1.53,0.135,-0.079,0.011
2,np.sinh(sp500_daily_returns),0.6798,0.559,1.215,0.232,-0.455,1.814
