,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0051,0.009,-0.548,0.587,-0.024,0.014
1,daily_roberta_neg,0.0237,0.029,0.823,0.416,-0.035,0.082
2,daily_roberta_neg_lag_1,-0.0079,0.026,-0.304,0.763,-0.061,0.045
