,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0029,0.009,-0.324,0.748,-0.021,0.015
1,np.sinh(daily_roberta_neg),0.0097,0.026,0.368,0.715,-0.044,0.063
2,np.sinh(daily_roberta_neg_lag_1),0.0025,0.024,0.102,0.919,-0.047,0.052
3,np.sinh(sp500_daily_returns),1.1139,0.227,4.915,0.0,0.654,1.574
