,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0052,0.007,-0.743,0.462,-0.019,0.009
1,daily_roberta_neg,0.0164,0.024,0.699,0.489,-0.031,0.064
