,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0094,0.013,-0.716,0.478,-0.036,0.017
1,np.sqrt(daily_roberta_neg),0.0168,0.024,0.69,0.494,-0.032,0.066
