,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0501,0.028,-1.795,0.081,-0.107,0.006
1,np.sqrt(daily_roberta_neg),0.0854,0.046,1.865,0.07,-0.007,0.178
