,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.2082,0.382,-0.545,0.609,-1.19,0.773
1,np.log(roberta_neg),0.0095,0.074,0.128,0.903,-0.181,0.2
2,np.log(roberta_neg_lag_1),-0.2102,0.315,-0.667,0.534,-1.02,0.599
