,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0038,0.017,0.221,0.834,-0.041,0.048
1,roberta_sum,-0.1045,0.186,-0.562,0.599,-0.583,0.374
2,roberta_sum_lag_1,-0.0497,0.103,-0.482,0.65,-0.314,0.215
