,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.2507,0.383,0.655,0.631,-4.613,5.114
1,np.log(roberta_pos),-0.1432,0.413,-0.347,0.788,-5.391,5.105
2,np.log(roberta_pos_lag_1),0.1772,0.207,0.855,0.55,-2.457,2.811
3,np.log(sp500_weekly_returns_alternate),0.0353,0.034,1.046,0.486,-0.393,0.464
