,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.067,0.099,-0.679,0.527,-0.321,0.187
1,np.log(roberta_pos),-0.1027,0.083,-1.236,0.271,-0.316,0.111
2,np.log(roberta_pos_lag_1),0.0385,0.066,0.583,0.585,-0.131,0.208
