,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.01,0.056,0.179,0.863,-0.122,0.142
1,np.sqrt(roberta_neg),0.0039,0.091,0.042,0.968,-0.212,0.22
