,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0007,0.001,0.583,0.564,-0.002,0.003
1,daily_sensitivity,-0.0097,0.01,-0.979,0.334,-0.03,0.01
2,daily_sensitivity_lag_1,-0.0023,0.01,-0.229,0.82,-0.023,0.018
3,sp500_daily_returns,1.1054,0.226,4.897,0.0,0.647,1.564
