,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0184,0.013,1.391,0.173,-0.008,0.045
1,np.sinh(daily_roberta_pos),-0.0822,0.041,-1.993,0.054,-0.166,0.002
2,np.sinh(daily_roberta_pos_lag_1),0.0238,0.041,0.579,0.566,-0.06,0.107
