,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0231,0.014,-1.689,0.1,-0.051,0.005
1,np.log(daily_roberta_pos),-0.0193,0.01,-1.847,0.073,-0.04,0.002
