,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0189,0.014,1.391,0.173,-0.009,0.046
1,daily_roberta_pos,-0.0869,0.043,-1.999,0.053,-0.175,0.001
2,daily_roberta_pos_lag_1,0.0259,0.043,0.597,0.554,-0.062,0.114
