,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0554,0.347,0.16,0.879,-0.836,0.947
1,np.sqrt(roberta_neg),-0.0143,0.118,-0.121,0.908,-0.317,0.289
2,np.sqrt(roberta_neg_lag_1),-0.0568,0.524,-0.108,0.918,-1.404,1.29
