,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-2.4053,2.038,-1.18,0.448,-28.302,23.491
1,np.log(roberta_neg),-0.844,0.777,-1.087,0.474,-10.714,9.026
2,np.log(roberta_neg_lag_1),-1.3841,1.092,-1.267,0.425,-15.265,12.497
3,np.log(sp500_weekly_returns_alternate),-0.0178,0.035,-0.515,0.697,-0.458,0.422
