,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0065,0.007,0.873,0.388,-0.009,0.021
1,daily_roberta_pos,-0.0264,0.018,-1.464,0.152,-0.063,0.01
2,daily_roberta_pos_lag_1,0.0113,0.018,0.635,0.53,-0.025,0.048
3,sp500_daily_returns,1.1415,0.22,5.187,0.0,0.695,1.588
