,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,5.805e-05,0.045,0.001,0.999,-0.106,0.106
1,np.sqrt(roberta_pos),0.0233,0.085,0.276,0.791,-0.177,0.223
