,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,5.1121,3.337,1.532,0.368,-37.291,47.515
1,np.sqrt(roberta_neg),-3.0575,2.157,-1.417,0.391,-30.464,24.349
2,np.sqrt(roberta_neg_lag_1),-5.4457,3.542,-1.538,0.367,-50.448,39.557
3,np.sqrt(sp500_weekly_returns_alternate),-0.6171,0.787,-0.785,0.576,-10.612,9.378
