,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0148,0.058,-0.258,0.804,-0.151,0.121
1,np.log(roberta_pos),-0.0175,0.044,-0.394,0.705,-0.122,0.087
