,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0126,0.02,0.645,0.565,-0.05,0.075
1,sensitivity,-0.0899,0.235,-0.383,0.727,-0.837,0.658
2,sensitivity_lag_1,0.0336,0.143,0.234,0.83,-0.422,0.49
3,sp500_weekly_returns_alternate,1.3877,1.548,0.897,0.436,-3.537,6.313
