,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0588,0.101,0.583,0.585,-0.2,0.318
1,roberta_pos,-0.259,0.217,-1.193,0.287,-0.817,0.299
2,roberta_pos_lag_1,0.0923,0.167,0.554,0.604,-0.336,0.521
