,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.013,0.013,1.031,0.309,-0.013,0.039
1,np.sqrt(daily_roberta_pos),-0.0216,0.02,-1.065,0.294,-0.063,0.019
