,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0017,0.003,-0.556,0.582,-0.008,0.004
1,daily_roberta_sum,-0.0378,0.019,-1.946,0.059,-0.077,0.002
