,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0221,0.011,2.055,0.047,0.0,0.044
1,np.sinh(daily_roberta_pos),-0.0711,0.037,-1.939,0.06,-0.145,0.003
