,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0244,0.042,0.578,0.584,-0.079,0.128
1,roberta_pos,-0.0455,0.11,-0.412,0.695,-0.316,0.225
2,sp500_weekly_returns_alternate,0.7627,0.47,1.622,0.156,-0.388,1.913
