,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0172,0.012,1.402,0.175,-0.008,0.043
1,np.log(daily_roberta_pos),-0.0138,0.009,-1.624,0.119,-0.031,0.004
2,np.log(sp500_daily_returns),0.0043,0.002,2.056,0.052,-3.79e-05,0.009
