,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0075,0.015,-0.506,0.634,-0.045,0.03
1,np.log(roberta_neg),-0.0202,0.018,-1.123,0.312,-0.066,0.026
2,np.log(roberta_neg_lag_1),0.0088,0.013,0.68,0.527,-0.024,0.042
