,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0236,0.032,-0.729,0.471,-0.089,0.042
1,np.sqrt(daily_roberta_neg),0.13,0.053,2.475,0.018,0.023,0.237
2,np.sqrt(daily_roberta_neg_lag_1),-0.0883,0.053,-1.673,0.103,-0.196,0.019
