,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,0.0091,0.015,0.608,0.576,-0.033,0.051
1,np.sinh(roberta_sum),-0.052,0.139,-0.373,0.728,-0.439,0.335
2,np.sinh(roberta_sum_lag_1),-0.0431,0.08,-0.54,0.618,-0.264,0.178
3,np.sinh(sp500_weekly_returns_alternate),0.647,0.636,1.018,0.366,-1.118,2.412
