,index,coef,std err,t,P>|t|,[0.025,0.975]
0,Intercept,-0.0051,0.007,-0.744,0.461,-0.019,0.009
1,np.sinh(daily_roberta_neg),0.0158,0.023,0.699,0.489,-0.03,0.062
